Year,Units Sold,Revenue ($),Market Share (%),Regional 5G Coverage (%),5G Subscribers (millions),Avg 5G Speed (Mbps),Preference for 5G (%),Quarter_Q2,Quarter_Q3,Quarter_Q4,Region_Europe,Region_Latin America,Region_Middle East & Africa,Region_North America,5G Capability_Yes,Product Model_Galaxy A32 5G,Product Model_Galaxy A52 5G,Product Model_Galaxy A73 5G,Product Model_Galaxy Note10,Product Model_Galaxy Note20,Product Model_Galaxy S10,Product Model_Galaxy S20,Product Model_Galaxy S21,Product Model_Galaxy S22 5G,Product Model_Galaxy S23 5G,Product Model_Galaxy Z Flip3 5G,Product Model_Galaxy Z Flip5 5G,Product Model_Galaxy Z Fold2 5G,Product Model_Galaxy Z Fold3 5G
2019,12030,33549565.92,5.82,48.62,36.32,227.63,91.79,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2019,27112,27051337.74,3.78,61.35,47.48,152.0,50.23,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2019,28788,10130230.56,1.38,25.88,6.92,129.04,46.41,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2019,29329,11066723.12,1.23,57.98,32.34,132.81,77.31,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2019,12535,28466176.11,2.09,55.61,31.12,111.28,47.14,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2019,20683,15828498.96,0.3400000000000001,30.32,29.96,239.67,46.13,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2019,57404,22248956.96,6.12,83.5,46.57,211.08,58.89,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,56869,78970161.31199999,6.12,100.0,21.09,83.18,94.7,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2019,6542,13222480.68,3.5,88.84,26.74,115.63,54.75,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2019,57951,41600297.39,2.72,55.58,17.57,184.77,67.9,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019,25004,28940719.49,6.33,45.56,44.29,124.19,54.15,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2019,15756,19796585.92,3.58,76.64,36.22,206.39,88.16,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2019,56418,53656997.8,6.91,54.03,24.27,61.49,87.97,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2019,30819,60274563.34,3.44,41.17,26.42,199.68,61.6,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,18284,26788292.56,6.45,80.0,23.63,137.73,81.32,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2019,48617,6134803.464,6.48,91.79,54.94,88.28,82.55,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2019,30040,34166065.19,1.5699999999999998,28.49,47.01,243.47,58.24,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2019,40978,52202051.46,0.3400000000000001,39.98,44.96,130.25,45.44,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2019,46113,23485210.48,1.89,69.9,13.34,167.31,45.48,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2019,8438,35324703.52,2.29,80.9,10.53,80.15,75.72,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2019,23500,33337345.93,3.74,33.06,18.7,73.31,70.74,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2019,40164,21739755.84,3.76,50.13,13.99,210.05,58.83,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,53367,69827344.42,6.1,95.93,47.57,185.7,93.45,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2019,37612,34802846.64,2.53,66.46000000000001,24.02,120.07,87.24,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2019,31445,62662104.5,4.859999999999999,61.44,27.46,183.03,72.21,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2019,34541,23308775.82,4.029999999999999,59.35,8.370000000000001,138.67,80.35,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2019,6719,38311286.36,5.38,42.55,50.32,110.97,87.8,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2019,32919,38143238.39,6.62,79.48,45.85,295.62,58.71,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2019,46371,71988709.97,3.21,88.89,48.87,265.71,90.81,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2019,40084,17163852.827999998,6.33,42.8,48.55,156.88,53.55,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2019,20192,14639182.7,4.609999999999999,48.26,50.86,195.2,60.91,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2020,17825,37347187.77,0.1599999999999999,62.97,26.44,245.48,75.23,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2020,21472,34965645.31,0.25,49.22,24.99,247.01,80.17,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2020,35641,48775290.39,3.88,60.510000000000005,6.1,196.59,78.94,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2020,18960,25972084.14,0.53,72.69,26.51,157.1,53.68,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2020,18546,42315159.99,1.81,58.09,33.08,110.9,49.63,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2020,42883,18588730.37,6.37,72.87,45.86,273.59,52.9,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,49662,52134225.08,2.9,96.42,52.2,187.23,76.5,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2020,48484,10752134.16,3.75,41.49,10.67,87.88,79.09,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2020,11438,56002244.29,6.33,93.95,52.02,168.24,63.04,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2020,58199,35481161.41,5.66,42.96,27.95,151.66,52.29,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2020,40807,28409469.32,3.04,47.56,33.59,95.38,57.91,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2020,27476,29188076.98,4.96,54.96,34.620000000000005,228.07,69.24,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2020,25491,13470114.8,6.6,70.0,41.55,54.56,66.45,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,57319,64038833.05,5.25,98.77,44.44,187.76,51.45,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2020,53118,71564619.92,4.21,100.0,52.17,120.41,76.81,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2020,21197,22480526.16,1.84,39.26,10.62,193.23,38.5,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2020,8785,16339172.24,3.84,50.5,16.16,96.06,70.49,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2020,43775,10852645.86,2.71,42.03,29.43,282.82,64.08,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2020,29178,41803911.05,2.59,47.84,16.52,134.32,74.93,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2020,8601,32922566.24,2.99,82.16,47.56,139.42,52.96,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2020,51214,22604101.45,3.88,98.74,29.87,153.45,54.94,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,58086,50254952.18,6.19,46.93,40.93,130.68,54.46,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2020,63974,66783552.34,4.99,43.38,39.44,264.15,79.22,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2020,47829,6077295.048,3.59,88.79,32.57,175.9,45.25,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2020,41163,19005446.11,4.79,51.77,44.26,210.86,88.02,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2020,27381,65294982.83,2.65,62.02,25.37,130.24,86.46,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2020,61462,55137531.49199999,5.779999999999999,89.44,51.04,280.82,85.04,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2020,10455,27982805.1,6.83,69.1,10.39,105.02,75.93,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,53896,47982928.72799999,3.17,75.16,22.74,92.93,86.89,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2020,47830,79207664.34,3.46,58.97,52.43,236.28,50.08,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2020,27328,31739575.95,3.84,68.61,19.37,57.25,41.31,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2020,38772,27841226.88,3.4800000000000004,60.92,27.62,136.07,84.47,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2020,7511,31385211.28,1.48,60.0,1.6800000000000002,52.52,85.45,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2020,16212,59842662.15,0.3600000000000001,81.98,6.720000000000001,59.98,45.43,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2020,44767,6397386.2190000005,2.66,65.67,24.92,94.9,53.63,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2020,29628,50812407.27599999,5.109999999999999,88.32,13.49,66.69,63.04,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,63137,23567297.83,4.79,66.15,49.64,94.47,82.6,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2020,56115,16158944.45,6.22,91.44,29.96,193.54,89.31,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2020,33872,60050676.8,2.94,88.63,27.11,186.09,61.17,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2020,56598,9650777.532,6.61,77.65,26.15,69.04,88.7,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2020,8082,53518254.12,3.35,100.0,49.53,289.41,93.02,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2020,53108,8982957.78,6.02,47.8,32.45,100.39,59.44,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2020,42820,5518854.455999999,6.58,41.010000000000005,18.12,169.67,79.56,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,55164,9027240.924,4.77,48.66,29.6,94.48,55.85,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2020,12993,7444019.256,3.67,53.23,49.96,236.45,87.73,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2020,49522,13749933.39,0.73,68.38,46.89,221.54,67.28,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2020,35672,43822054.96,0.8400000000000001,44.22,46.9,285.05,50.09,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2020,23896,18747121.28,3.84,32.09,10.83,225.49,56.78,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2020,7473,19621770.61,3.88,74.66,27.55,177.22,72.36,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2020,11913,41627181.2,3.84,64.46,0.8399999999999999,155.16,44.89,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2020,39692,34859771.57,6.62,87.81,39.64,189.6,62.18,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,48805,32349455.4,4.42,99.33,33.79,96.26,57.17,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2020,8115,44826833.53,4.65,62.42,41.52,295.85,48.71,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2020,52951,13524137.65,2.83,73.07,27.79,52.85,70.84,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2020,40353,16476389.24,3.06,46.41,21.11,194.98,54.61,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2020,26015,13548942.443999998,5.19,92.87,45.67,248.52,85.87,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2020,11163,12032304.635999998,3.84,40.71,45.09,122.22,83.63,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2020,36975,33358884.74,5.359999999999999,74.28,33.57,72.54,57.77,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2020,28163,76740547.76,6.5,49.19,23.05,154.42,78.77,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2020,49246,5030391.84,6.07,51.07,47.75,137.42,71.5,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021,44456,14331275.99,0.6499999999999999,61.11,40.37,129.5,66.93,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2021,6548,54168172.52,2.64,63.010000000000005,17.85,279.58,73.97,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2021,36129,28657040.44,0.49,60.6,1.5699999999999998,209.38,62.41,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2021,36476,9769649.436,0.3999999999999999,67.05,29.96,138.12,52.54,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2021,34090,7777936.368,3.54,71.27,41.68,171.59,50.17,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021,30278,12377641.48,3.86,40.510000000000005,51.79,184.8,61.75,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,57898,19848318.31,4.43,45.27,23.12,277.65,55.07,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2021,44847,14310727.31,5.07,66.56,16.83,97.53,53.5,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2021,6557,41433407.51,2.69,94.68,54.35,127.45,85.11,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021,58334,67042799.4,6.02,90.08,10.35,102.66,60.11,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021,42025,46339655.03,4.66,82.85,36.11,176.96,71.11,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2021,8612,30287874.85,3.62,54.88,52.25,288.87,72.55,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021,33689,37582037.58,6.06,97.44,25.59,133.77,92.93,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,60093,79592293.16399999,3.24,68.56,48.17,130.83,75.69,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021,50612,24547804.33,4.38,76.13,16.43,58.21,60.85,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021,33392,40200175.95,3.84,69.32,24.76,255.14,39.33,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2021,20351,10720475.02,3.45,77.71,3.3,285.13,73.56,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2021,9689,18237818.16,3.84,45.74,39.58,291.06,65.82,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2021,19360,21067765.94,0.71,72.25,24.64,119.68,71.1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2021,41937,10442280.66,3.84,67.0,23.33,106.63,42.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021,26634,17977115.15,2.97,45.93,52.08,238.86,74.08,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,36653,38555751.19,4.34,88.65,27.12,280.3,66.0,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2021,61958,56094433.85999999,4.58,59.36,24.48,62.63,92.83,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2021,6501,38321092.72,5.279999999999999,74.46,32.11,93.6,93.25,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021,31267,31015491.11,3.1100000000000003,75.22,36.29,75.66,48.08,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021,27446,66537700.59599999,5.890000000000001,93.07,25.38,199.61,89.51,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2021,60479,80946999.25199999,4.359999999999999,41.23,45.34,215.46,49.82,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021,33576,15758344.55,6.65,73.37,14.85,69.65,58.52,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,53719,32766472.26,2.82,96.44,40.48,160.45,71.77,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021,34710,17998844.95,5.279999999999999,61.27,11.75,237.56,76.8,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021,39031,18608941.01,3.81,33.54,15.3,107.98,58.3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2021,34903,18518248.49,2.05,53.32,5.41,217.97,54.81,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2021,35996,23537405.35,3.53,37.57,31.68,291.12,85.21,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2021,42820,29532856.46,3.84,68.24,19.11,188.16,46.5,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2021,28881,21441364.65,0.6599999999999999,41.69,44.53,269.38,59.06,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021,55419,10737537.96,2.59,68.8,35.980000000000004,196.85,72.96,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,7872,5221237.332,4.109999999999999,54.57,44.85,202.32,88.65,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2021,24758,51101597.95,4.720000000000001,98.62,35.629999999999995,259.73,81.14,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2021,50384,16798329.65,4.359999999999999,89.43,51.51,132.01,80.99,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021,8281,15827206.45,2.87,97.24,49.02,297.81,77.33,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021,54330,37269680.39,6.02,48.4,15.34,212.64,88.87,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2021,32683,17951923.895999998,4.859999999999999,53.85,21.86,99.2,71.55,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021,58052,45303231.34,5.93,82.65,33.54,271.18,90.26,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021,28022,33044277.48,3.7,91.77,8.11,274.8,87.0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021,55987,5330566.680000001,2.81,47.52,46.97,166.12,82.49,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021,5309,30375439.56,3.84,38.35,33.49,297.3,66.82,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2021,39415,15774523.4,3.4400000000000004,72.4,38.09,242.8,86.48,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2021,7734,10384187.42,2.43,37.34,20.93,122.97,82.42,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2021,40180,8451472.220999999,3.22,52.55,44.45,97.8,53.34,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2021,39509,57709591.71,0.4399999999999999,52.43,9.26,214.47,84.68,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021,7653,25848407.75,6.33,66.02000000000001,9.81,183.48,54.28,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
